compound,modifier,head,frequency_class
Hörgrenze,hören,Grenze,
Hörhilfe,hören,Hilfe,
Hörmuschel,hören,Muschel,
Hörnerv,hören,Nerv,17.0
Hörorgan,hören,Organ,17.0
Hörprobe,hören,Probe,19.0
Hörqualität,hören,Qualität,
Hörrohr,hören,Rohr,18.0
Hörsaal,hören,Saal,12.0
Hörsaalgebäude,Hörsaal,Gebäude,16.0
Hörschaden,hören,Schaden,
Hörschnecke,hören,Schnecke,19.0
Hörschwelle,hören,Schwelle,
Hörschädigung,hören,Schädigung,15.0
Hörspiel,hören,Spiel,13.0
Hörspielabteilung,Hörspiel,Abteilung,19.0
Hörspielautor,Hörspiel,Autor,
Hörspielbearbeitung,Hörspiel,Bearbeitung,
Hörspielfassung,Hörspiel,Fassung,
Hörspielkassette,Hörspiel,Kassette,19.0
Hörspielmacher,Hörspiel,Macher,18.0
Hörspielmusik,Hörspiel,Musik,19.0
Hörspielpreis,Hörspiel,Preis,19.0
Hörspielproduktion,Hörspiel,Produktion,
Hörspielproduzent,Hörspiel,Produzent,
Hörspielregisseur,Hörspiel,Regisseur,
Hörspielreihe,Hörspiel,Reihe,18.0
Hörspielserie,Hörspiel,Serie,
Hörspielsprecher,Hörspiel,Sprecher,
Hörsturz,hören,Sturz,16.0
Hörstörung,hören,Störung,17.0
Hörstück,hören,Stück,16.0
Hörsystem,hören,System,18.0
Hörtest,hören,Test,18.0
Hörtraining,hören,Training,
Hörvergnügen,hören,Vergnügen,19.0
Hörverhalten,hören,Verhalten,18.0
Hörverlust,hören,Verlust,16.0
Hörvermögen,hören,Vermögen,15.0
Hörverständnis,hören,Verständnis,17.0
Hörweite,hören,Weite,17.0
Hörzelle,hören,Zelle,
Höschenwindel,Höschen,Windel,
Hüftbein,Hüfte,Bein,
Hüftbereich,Hüfte,Bereich,16.0
Hüftbeschwerden,Hüfte,Beschwerden,
Hüftbewegung,Hüfte,Bewegung,
Hüftdysplasie,Hüfte,Dysplasie,
Hüftfett,Hüfte,Fett,
Hüftgelenk,Hüfte,Gelenk,16.0
Hüftgelenksdysplasie,Hüftgelenk,Dysplasie,
Hüftgelenkspfanne,Hüftgelenk,Pfanne,19.0
Hüftgold,Hüfte,Gold,18.0
Hüftgurt,Hüfte,Gurt,19.0
Hüftgürtel,Hüfte,Gürtel,
Hüfthalter,Hüfte,Halter,
Hüfthose,Hüfte,Hose,
Hüfthöhe,Hüfte,Höhe,18.0
Hüftjeans,Hüfte,Jeans,
Hüftknochen,Hüfte,Knochen,
Hüftleiden,Hüfte,Leiden,18.0
Hüftnerv,Hüfte,Nerv,
Hüftoperation,Hüfte,Operation,
Hüftpfanne,Hüfte,Pfanne,19.0
Hüftproblem,Hüfte,Problem,
Hüftprothese,Hüfte,Prothese,17.0
Hüftschmerz,Hüfte,Schmerz,
Hüftschwung,Hüfte,Schwung,
Hüftspeck,Hüfte,Speck,19.0
Hüfttuch,Hüfte,Tuch,
Hüftumfang,Hüfte,Umfang,19.0
Hüftverletzung,Hüfte,Verletzung,19.0
Hüftwurf,Hüfte,Wurf,
Hügelbeet,Hügel,Beet,
Hügelerdbeere,Hügel,Erdbeere,
Hügelgrab,Hügel,Grab,19.0
Hügelgräberfeld,Hügel,Gräberfeld,
Hügelgräberkultur,Hügelgrab,Kultur,
Hügelkamm,Hügel,Kamm,
Hügelkette,Hügel,Kette,19.0
Hügelklee,Hügel,Klee,
Hügelkuppe,Hügel,Kuppe,
Hügelland,Hügel,Land,15.0
Hügellandschaft,Hügel,Landschaft,16.0
Hügelmeister,Hügel,Meister,
Hügelrücken,Hügel,Rücken,19.0
Hügelspitze,Hügel,Spitze,
Hügelveilchen,Hügel,Veilchen,
Hügelzug,Hügel,Zug,
Hühnchencurry,Hühnchen,Curry,
Hühnerauge,Huhn,Auge,
Hühnerbein,Huhn,Bein,
Hühnerbrust,Huhn,Brust,19.0
Hühnerbrühe,Huhn,Brühe,18.0
Hühnerdieb,Huhn,Dieb,
Hühnerei,Huhn,Ei,17.0
Hühnereiweiß,Huhn,Eiweiß,18.0
Hühnerfarm,Huhn,Farm,19.0
Hühnerfilet,Huhn,Filet,
Hühnerfleisch,Huhn,Fleisch,18.0
Hühnerfloh,Huhn,Floh,
Hühnerfrikassee,Huhn,Frikassee,17.0
Hühnerfutter,Huhn,Futter,
Hühnerhabicht,Huhn,Habicht,
Hühnerhalter,Huhn,Halter,19.0
Hühnerhaltung,Huhn,Haltung,17.0
Hühnerhaufen,Huhn,Haufen,19.0
Hühnerhirse,Huhn,Hirse,
Hühnerhof,Huhn,Hof,
Hühnerkacke,Huhn,Kacke,
Hühnerkeule,Huhn,Keule,
Hühnerknochen,Huhn,Knochen,
Hühnerleber,Huhn,Leber,
Hühnerleiter,Huhn,Leiter,
Hühnernest,Huhn,Nest,
Hühnerrasse,Huhn,Rasse,
Hühnerstall,Huhn,Stall,17.0
Hühnersuppe,Huhn,Suppe,18.0
Hühnervogel,Huhn,Vogel,19.0
Hühnerzucht,Huhn,Zucht,19.0
Hühnerzüchter,Huhn,Züchter,
Hüllblatt,Hülle,Blatt,19.0
Hüllkurve,Hülle,Kurve,
Hüllmembran,hüllen,Membran,
Hüllprotein,Hülle,Protein,
Hüllrohr,Hülle,Rohr,
Hüllspelze,Hülle,Spelze,
Hülsenfrucht,Hülse,Frucht,19.0
Hünenbett,Hüne,Bett,
Hünengrab,Hüne,Grab,
Hüpfburg,hüpfen,Burg,15.0
Hürdenlauf,Hürde,Lauf,17.0
Hürdenlaufen,Hürde,Laufen,
Hürdenläufer,Hürde,Läufer,
Hürdensprint,Hürde,Sprint,
Hürdensprinter,Hürde,Sprinter,
Hütchenspiel,Hütchen,Spiel,
Hütchenspieler,Hütchen,Spieler,19.0
Hütehund,hüten,Hund,
Hütejunge,hüten,Junge,
Hüttenabend,Hütte,Abend,19.0
Hüttenanlage,Hütte,Anlage,
Hüttenarbeiter,Hütte,Arbeiter,
Hüttenatmosphäre,Hütte,Atmosphäre,
Hüttenbau,Hütte,Bau,
Hüttenberg,Hütte,Berg,19.0
Hüttenbetrieb,Hütte,Betrieb,
Hüttendorf,Hütte,Dorf,
Hüttenindustrie,Hütte,Industrie,
Hüttenkunde,Hütte,Kunde,
Hüttenkäse,Hütte,Käse,
Hüttenleute,Hütte,Leute,18.0
Hüttenrauch,Hütte,Rauch,18.0
Hüttenwart,Hütte,Wart,19.0
Hüttenwerk,Hütte,Werk,18.0
Hüttenwesen,Hütte,wesen,19.0
Hüttenwirt,Hütte,Wirt,
Hüttenzauber,Hütte,Zauber,18.0
Ichbewusstsein,Ich,Bewusstsein,
Icherzähler,Ich,Erzähler,
Ichform,Ich,Form,
Ichlaut,ich,Laut,
Idealbedingung,ideal,Bedingung,
Idealbesetzung,ideal,Besetzung,18.0
Idealbild,Ideal,Bild,16.0
Idealfall,ideal,Fall,12.0
Idealfigur,ideal,Figur,
Idealform,ideal,Form,
Idealgewicht,ideal,Gewicht,18.0
Ideallinie,Ideal,Linie,
Ideallösung,ideal,Lösung,
Idealmaß,ideal,Maß,
Idealstaat,ideal,Staat,
Idealstadt,Ideal,Stadt,17.0
Idealtemperatur,ideal,Temperatur,
Idealtyp,Ideal,Typ,
Idealtypus,Ideal,Typus,18.0
Idealverein,ideal,Verein,
Idealvorstellung,Ideal,Vorstellung,19.0
Idealzustand,Ideal,Zustand,17.0
Ideenaustausch,Idee,Austausch,16.0
Ideenfabrik,Idee,Fabrik,18.0
Ideenfindung,Idee,Findung,14.0
Ideengeber,Idee,Geber,14.0
Ideengeschichte,Idee,Geschichte,16.0
Ideengut,Idee,Gut,
Ideenhimmel,Idee,Himmel,
Ideenlehre,Idee,Lehre,19.0
Ideenliste,Idee,Liste,19.0
Ideenmanagement,Idee,Management,16.0
Ideenreichtum,Idee,Reichtum,14.0
Ideensammlung,Idee,Sammlung,15.0
Ideenschmiede,Idee,Schmiede,16.0
Ideenskizze,Idee,Skizze,18.0
Ideensuche,Idee,Suche,18.0
Ideenträger,Idee,Träger,
Ideenvielfalt,Idee,Vielfalt,17.0
Ideenwelt,Idee,Welt,19.0
Ideenwerkstatt,Idee,Werkstatt,15.0
Ideenwettbewerb,Idee,Wettbewerb,13.0
Identifikationsangebot,Identifikation,Angebot,
Identifikationsfigur,Identifikation,Figur,17.0
Identifikationsmerkmal,Identifikation,Merkmal,17.0
Identifikationsmöglichkeit,Identifikation,Möglichkeit,19.0
Identifikationsnummer,Identifikation,Nummer,14.0
Identifikationspunkt,Identifikation,Punkt,19.0
Identifizierungsverfahren,Identifizierung,Verfahren,19.0
Identitätsbewusstsein,Identität,Bewusstsein,
Identitätsbildung,Identität,Bildung,16.0
Identitätsdiebstahl,Identität,Diebstahl,15.0
Identitätsentwicklung,Identität,Entwicklung,18.0
Identitätsfeststellung,Identität,Feststellung,16.0
Identitätsfindung,Identität,Findung,16.0
Identitätsfrage,Identität,Frage,19.0
Identitätsgefühl,Identität,Gefühl,
Identitätskarte,Identität,Karte,
Identitätskontrolle,Identität,Kontrolle,19.0
Identitätskrise,Identität,Krise,18.0
Identitätsmanagement,Identität,Management,16.0
Identitätsmerkmal,Identität,Merkmal,
Identitätsnachweis,Identität,Nachweis,15.0
Identitätsproblem,Identität,Problem,
Identitätsprüfung,Identität,Prüfung,16.0
Identitätsstiftung,Identität,Stiftung,18.0
Identitätsstörung,Identität,Störung,19.0
Identitätssuche,Identität,Suche,
Identitätstheorie,Identität,Theorie,
Identitätsverlust,Identität,Verlust,
Identitätswechsel,Identität,Wechsel,
Identitätsüberprüfung,Identität,Überprüfung,19.0
Ideologiekritik,Ideologie,Kritik,19.0
Idiotentest,Idiot,Test,
Igelball,Igel,Ball,19.0
Igelföhre,Igel,Föhre,
Igelkolbengewächs,Igel,Kolbengewächs,
Igelschnitt,Igel,Schnitt,
Igelsegge,Igel,Segge,
Igelstellung,Igel,Stellung,
Igelwurm,Igel,Wurm,
Ikonenmaler,Ikone,Maler,
Ikonenmalerei,Ikone,Malerei,
Illuminatenorden,Illuminat,Orden,
Illusionsmalerei,Illusion,Malerei,19.0
Imageberater,Image,Berater,
Imagebildung,Image,Bildung,18.0
Imagebroschüre,Image,Broschüre,15.0
Imagefaktor,Image,Faktor,17.0
Imagegewinn,Image,Gewinn,17.0
Imagegründe,Image,Gründe,
Imagekampagne,Image,Kampagne,15.0
Imagepflege,Image,Pflege,18.0
Imageproblem,Image,Problem,17.0
Imageschaden,Image,Schaden,16.0
Imageträger,Image,Träger,17.0
Imageverbesserung,Image,Verbesserung,19.0
Imageverlust,Image,Verlust,18.0
Imagewandel,Image,Wandel,19.0
Imagewechsel,Image,Wechsel,
Imagewerbung,Image,Werbung,18.0
Imbissbesitzer,Imbiss,Besitzer,
Imbissbetrieb,Imbiss,Betrieb,
Imbissbude,Imbiss,Bude,19.0
Imbissstand,Imbiss,Stand,19.0
Imbissstube,Imbiss,Stube,
Imbisswagen,Imbiss,Wagen,19.0
Imkerverband,Imker,Verband,
Imkerverein,Imker,Verein,19.0
Immaterialgüterrecht,Immaterialgut,Recht,
Immatrikulationsamt,Immatrikulation,Amt,16.0
Immatrikulationsgebühr,Immatrikulation,Gebühr,19.0
Immenblatt,Imme,Blatt,
Immergrün,immer,Grün,19.0
Immigrantenfamilie,Immigrant,Familie,
Immigrationsbehörde,Immigration,Behörde,
Immigrationspolitik,Immigration,Politik,
Immissionsmessung,Immission,Messung,
Immissionsschutz,Immission,Schutz,16.0
Immissionsschutzbeauftragte,Immissionsschutz,Beauftragte,19.0
Immissionsschutzbeauftragter,Immissionsschutz,Beauftragter,
Immissionsschutzgesetz,Immissionsschutz,Gesetz,
Immissionswert,Immission,Wert,
Immobilienabteilung,Immobilie,Abteilung,
Immobilienanlage,Immobilie,Anlage,
Immobilienanzeige,Immobilie,Anzeige,16.0
Immobilienberater,Immobilie,Berater,18.0
Immobilienbereich,Immobilie,Bereich,17.0
Immobilienbesitz,Immobilie,Besitz,19.0
Immobilienbesitzer,Immobilie,Besitzer,15.0
Immobilienbestand,Immobilie,Bestand,17.0
Immobilienbewertung,Immobilie,Bewertung,17.0
Immobilienboom,Immobilie,Boom,19.0
Immobilienbranche,Immobilie,Branche,15.0
Immobilienbörse,Immobilie,Börse,
Immobilienbüro,Immobilie,Büro,19.0
Immobilieneigentum,Immobilie,Eigentum,19.0
Immobilieneigentümer,Immobilie,Eigentümer,15.0
Immobilienerwerb,Immobilie,Erwerb,16.0
Immobilienexperte,Immobilie,Experte,18.0
Immobilienfinanzierung,Immobilie,Finanzierung,14.0
Immobilienfirma,Immobilie,Firma,17.0
Immobilienfonds,Immobilie,Fonds,14.0
Immobiliengeschäft,Immobilie,Geschäft,18.0
Immobiliengesellschaft,Immobilie,Gesellschaft,
Immobiliengruppe,Immobilie,Gruppe,19.0
Immobilienhai,Immobilie,Hai,19.0
Immobilienhandel,Immobilie,Handel,19.0
Immobilienhändler,Immobilie,Händler,19.0
Immobilieninteressent,Immobilie,Interessent,19.0
Immobilieninvestor,Immobilie,Investor,
Immobilienkauf,Immobilie,Kauf,15.0
Immobilienkaufleute,Immobilienkauf,Leute,17.0
Immobilienkonzern,Immobilie,Konzern,
Immobilienkredit,Immobilie,Kredit,16.0
Immobilienkrise,Immobilie,Krise,19.0
Immobilienkäufer,Immobilie,Käufer,15.0
Immobilienmakler,Immobilie,Makler,14.0
Immobilienmanagement,Immobilie,Management,14.0
Immobilienmanager,Immobilie,Manager,17.0
Immobilienmarkt,Immobilie,Markt,14.0
Immobilienmogul,Immobilie,Mogul,
Immobilienobjekt,Immobilie,Objekt,19.0
Immobilienpreis,Immobilie,Preis,18.0
Immobilienpreisspiegel,Immobilie,Preisspiegel,
Immobilienprojekt,Immobilie,Projekt,19.0
Immobiliensektor,Immobilie,Sektor,
Immobilienspekulant,Immobilie,Spekulant,
Immobilienspekulation,Immobilie,Spekulation,
Immobilienspezialist,Immobilie,Spezialist,
Immobiliensteuer,Immobilie,Steuer,
Immobilienteil,Immobilie,Teil,
Immobilientransaktion,Immobilie,Transaktion,
Immobilienunternehmen,Immobilie,Unternehmen,16.0
Immobilienunternehmer,Immobilie,Unternehmer,19.0
Immobilienverkauf,Immobilie,Verkauf,15.0
Immobilienvermittlung,Immobilie,Vermittlung,18.0
Immobilienvermögen,Immobilie,Vermögen,17.0
Immobilienverwalter,Immobilie,Verwalter,17.0
Immobilienwert,Immobilie,Wert,17.0
Immobilienwirtschaft,Immobilie,Wirtschaft,14.0
Immunabwehr,immun,Abwehr,14.0
Immunantwort,immun,Antwort,14.0
Immunbiologie,immun,Biologie,19.0
Immundefekt,immun,Defekt,19.0
Immunerkrankung,immun,Erkrankung,18.0
Immunglobulin,immun,Globulin,19.0
Immunitätsausschuss,Immunität,Ausschuss,
Immunkomplex,immun,Komplex,
Immunkörper,immun,Körper,
Immunmodulator,immun,Modulator,
Immunologie,immun,logie,14.0
Immunreaktion,immun,Reaktion,15.0
Immunschwäche,immun,Schwäche,15.0
Immunschwächekrankheit,Immunschwäche,Krankheit,18.0
Immunserum,immun,Serum,
Immunstatus,immun,Status,18.0
Immunsuppression,immun,Suppression,17.0
Immunsystem,immun,System,11.0
Immuntherapie,immun,Therapie,14.0
Immuntoleranz,immun,Toleranz,19.0
Immunzelle,immun,Zelle,19.0
Imperativsatz,Imperativ,Satz,
Imperialismustheorie,Imperialismus,Theorie,
Impfaktion,impfen,Aktion,14.0
Impfarzt,impfen,Arzt,17.0
Impfausweis,impfen,Ausweis,14.0
Impfbereitschaft,impfen,Bereitschaft,14.0
Impfbuch,impfen,Buch,15.0
Impfdosis,impfen,Dosis,14.0
Impfgegner,impfen,Gegner,15.0
Impfkalender,impfen,Kalender,17.0
Impfkampagne,impfen,Kampagne,12.0
Impfkommission,impfen,Kommission,12.0
Impfkomplikation,impfen,Komplikation,19.0
Impfkritiker,impfen,Kritiker,
Impfköder,impfen,Köder,
Impfliste,impfen,Liste,
Impfmaßnahme,impfen,Maßnahme,
Impfmüdigkeit,impfen,Müdigkeit,17.0
Impfnadel,impfen,Nadel,
Impfnebenwirkung,impfen,Nebenwirkung,
Impfpass,impfen,Pass,13.0
Impfpflicht,impfen,Pflicht,13.0
Impfpistole,impfen,Pistole,
Impfplan,impfen,Plan,17.0
Impfprogramm,impfen,Programm,19.0
Impfquote,impfen,Quote,12.0
Impfreaktion,impfen,Reaktion,16.0
Impfrisiko,impfen,Risiko,19.0
Impfschaden,impfen,Schaden,17.0
Impfschutz,impfen,Schutz,12.0
Impfserum,impfen,Serum,19.0
Impfstatus,impfen,Status,13.0
Impfstelle,impfen,Stelle,17.0
Impfstoff,impfen,Stoff,10.0
Impfstoffentwicklung,Impfstoff,Entwicklung,15.0
Impftermin,impfen,Termin,13.0
Impfvorschrift,impfen,Vorschrift,
Impfzentrum,impfen,Zentrum,11.0
Impfzwang,impfen,Zwang,19.0
Imponiergehabe,imponieren,Gehabe,19.0
Imponierverhalten,imponieren,Verhalten,
Importabgabe,Import,Abgabe,19.0
Importanteil,Import,Anteil,19.0
Importartikel,Import,Artikel,
Importauto,Import,Auto,
Importbedarf,Import,Bedarf,
Importbeschränkung,Import,Beschränkung,
Importbestimmung,Import,Bestimmung,
Importfahrzeug,Import,Fahrzeug,
Importfinanzierung,Import,Finanzierung,
Importfunktion,Import,Funktion,
Importförderung,Import,Förderung,
Importgenehmigung,Import,Genehmigung,19.0
Importgeschäft,Import,Geschäft,
Importgut,Import,Gut,
Importhändler,Import,Händler,
Importindustrie,Import,Industrie,
Importkauffrau,Import,Kauffrau,
Importkaufmann,Import,Kaufmann,
Importkohle,Import,Kohle,
Importkosten,Import,Kosten,19.0
Importland,Import,Land,
Importmarke,Import,Marke,
Importmöglichkeit,Import,Möglichkeit,19.0
Importpreis,Import,Preis,
Importprodukt,Import,Produkt,
Importquote,Import,Quote,19.0
Importsperre,Import,Sperre,
Importsteuer,Import,Steuer,
Importstopp,Import,Stopp,18.0
Importunternehmen,Import,Unternehmen,
Importverbot,Import,Verbot,
Importvolumen,Import,Volumen,
Importwagen,Import,Wagen,
Importware,Import,Ware,
Importzoll,Import,Zoll,
Impressumspflicht,Impressum,Pflicht,14.0
Improvisationsfähigkeit,Improvisation,Fähigkeit,19.0
Improvisationskunst,Improvisation,Kunst,19.0
Improvisationsmusik,Improvisation,Musik,
Improvisationsstück,Improvisation,Stück,
Improvisationstalent,Improvisation,Talent,18.0
Improvisationstheater,Improvisation,Theater,16.0
Improvisationsvermögen,Improvisation,Vermögen,19.0
Impulsantwort,Impuls,Antwort,
Impulsgeber,Impuls,Geber,13.0
Impulsgenerator,Impuls,Generator,
Impulskontrolle,Impuls,Kontrolle,18.0
Impulsvortrag,Impuls,Vortrag,14.0
Inbusschlüssel,Inbus,Schlüssel,
Inbusschraube,Inbus,Schraube,
Indefinitpronomen,indefinit,Pronomen,
Independentfilm,Independent,Film,
Indexfonds,Index,Fonds,17.0
Indexpunkt,Index,Punkt,
Indexregister,Index,Register,
Indexstand,Index,Stand,
Indexwert,Index,Wert,16.0
Indexzahl,Index,Zahl,
Indianeragent,Indianer,Agent,
Indianerangelegenheit,Indianer,Angelegenheit,
Indianeraufstand,Indianer,Aufstand,
Indianerdorf,Indianer,Dorf,
Indianerehrenwort,Indianer,Ehrenwort,
Indianerfilm,Indianer,Film,
Indianerfrage,Indianer,Frage,
Indianergebiet,Indianer,Gebiet,
Indianerhäuptling,Indianer,Häuptling,
Indianerjunge,Indianer,Junge,
Indianerkostüm,Indianer,Kostüm,
Indianerkrieg,Indianer,Krieg,
Indianerkultur,Indianer,Kultur,
Indianerlager,Indianer,Lager,
Indianermädchen,Indianer,Mädchen,
Indianerpolitik,Indianer,Politik,
Indianerreservat,Indianer,Reservat,
Indianerreservation,Indianer,Reservation,
Indianerschmuck,Indianer,Schmuck,
Indianersiedlung,Indianer,Siedlung,
Indianersprache,Indianer,Sprache,
Indianerstamm,Indianer,Stamm,
Indianervolk,Indianer,Volk,
Indianerzelt,Indianer,Zelt,
Indianerüberfall,Indianer,Überfall,
Indieband,Indie,Band,
Indienreise,Indien,Reise,18.0
Indieszene,Indie,Szene,
Indikationenmodell,Indikation,Modell,
Indikationslösung,Indikation,Lösung,
Indikationsregelung,Indikation,Regelung,
Indikationsstellung,Indikation,Stellung,16.0
Individualarbeitsrecht,individual,Arbeitsrecht,19.0
Individualentwicklung,individual,Entwicklung,18.0
Individualethik,individual,Ethik,
Individualhoroskop,individual,Horoskop,
Individualinteresse,individuell,Interesse,
Individualkommunikation,individual,Kommunikation,
Individuallösung,individual,Lösung,
Individualpsychologe,individual,Psychologe,
Individualpsychologie,individual,Psychologie,
Individualrecht,individual,Recht,19.0
Individualreise,individual,Reise,
Individualreisende,individual,Reisende,19.0
Individualreisender,individual,Reisender,
Individualtourismus,individual,Tourismus,
Individualtourist,individual,Tourist,
Individualverkehr,individual,Verkehr,14.0
Individuationsprinzip,Individuation,Prinzip,
Individuenzahl,Individuum,Zahl,
Indizienbeweis,Indiz,Beweis,
Indizienkette,Indiz,Kette,
Indizienlage,Indiz,Lage,
Indizienprozess,Indiz,Prozess,
Indochina,indo,China,
Indochinakrieg,Indochina,Krieg,
Indoeuropäer,indo,Europäer,
Indoeuropäisch,indo,Europäisch,
Indogermane,indo,Germane,
Indogermanisch,indo,Germanisch,
Indogermanist,indo,Germanist,
Indogermanistik,indo,Germanistik,17.0
Indoiranisch,indo,Iranisch,
Induktionsgesetz,Induktion,Gesetz,
Induktionsherd,Induktion,Herd,
Induktionskochfeld,Induktion,Kochfeld,19.0
Induktionsofen,Induktion,Ofen,
Induktionsschleife,Induktion,Schleife,17.0
Induktionsspule,Induktion,Spule,18.0
Induktionsstrom,Induktion,Strom,
Induskultur,Indus,Kultur,
Industal,Indus,Tal,
Industrialisierungsphase,Industrialisierung,Phase,19.0
Industrialisierungsprozess,Industrialisierung,Prozess,
Industrieabfall,Industrie,Abfall,
Industrieabgas,Industrie,Abgas,
Industrieabwasser,Industrie,Abwasser,18.0
Industrieanlage,Industrie,Anlage,18.0
Industrieanlagenbau,Industrieanlage,Bau,
Industrieanleihe,Industrie,Anleihe,
Industrieansiedlung,Industrie,Ansiedlung,19.0
Industrieanteil,Industrie,Anteil,
Industriearbeit,Industrie,Arbeit,19.0
Industriearbeiter,Industrie,Arbeiter,
Industriearbeiterschaft,Industrie,Arbeiterschaft,
Industriearbeitsplatz,Industrie,Arbeitsplatz,
Industriearchitektur,Industrie,Architektur,15.0
Industriearchäologie,Industrie,Archäologie,17.0
Industrieareal,Industrie,Areal,19.0
Industrieausrüstung,Industrie,Ausrüstung,19.0
Industrieausstellung,Industrie,Ausstellung,17.0
Industriebahn,Industrie,Bahn,
Industriebank,Industrie,Bank,
Industriebatterie,Industrie,Batterie,
Industriebau,Industrie,Bau,16.0
Industriebedarf,Industrie,Bedarf,18.0
Industriebereich,Industrie,Bereich,19.0
Industriebeteiligung,Industrie,Beteiligung,
Industriebetrieb,Industrie,Betrieb,15.0
Industriebetriebslehre,Industriebetrieb,Lehre,19.0
Industrieboden,Industrie,Boden,
Industriebrache,Industrie,Brache,17.0
Industriebranche,Industrie,Branche,17.0
Industriechemikalie,Industrie,Chemikalie,
Industriedenkmal,Industrie,Denkmal,17.0
Industriedesign,Industrie,Design,16.0
Industriedesigner,Industrie,Designer,
Industriediamant,Industrie,Diamant,19.0
Industriedichte,Industrie,Dichte,18.0
Industriedienstleistung,Industrie,Dienstleistung,
Industriedorf,Industrie,Dorf,
Industrieelektronik,Industrie,Elektronik,
Industrieelektroniker,Industrie,Elektroniker,
Industrieemission,Industrie,Emission,
Industrieerzeugnis,Industrie,Erzeugnis,
Industrieexperte,Industrie,Experte,
Industriefachwirt,Industrie,Fachwirt,19.0
Industriefertigung,Industrie,Fertigung,
Industriefilm,Industrie,Film,19.0
Industriefirma,Industrie,Firma,
Industriefläche,Industrie,Fläche,
Industrieforschung,Industrie,Forschung,19.0
Industriefotograf,Industrie,Fotograf,
Industriefotografie,Industrie,Fotografie,
Industriegas,Industrie,Gas,19.0
Industriegebiet,Industrie,Gebiet,15.0
Industriegebäude,Industrie,Gebäude,17.0
Industriegelände,Industrie,Gelände,18.0
Industriegemeinde,Industrie,Gemeinde,19.0
Industriegeschichte,Industrie,Geschichte,14.0
Industriegeschäft,Industrie,Geschäft,19.0
Industriegesellschaft,Industrie,Gesellschaft,15.0
Industriegewerkschaft,Industrie,Gewerkschaft,19.0
Industriegigant,Industrie,Gigant,
Industriegleis,Industrie,Gleis,19.0
Industriegrundstück,Industrie,Grundstück,
Industriegruppe,Industrie,Gruppe,
Industriegut,Industrie,Gut,
Industriehafen,Industrie,Hafen,
Industriehalle,Industrie,Halle,18.0
Industriehof,Industrie,Hof,
Industrieholding,Industrie,Holding,19.0
Industrieholz,Industrie,Holz,17.0
Industriekammer,Industrie,Kammer,
Industriekapital,Industrie,Kapital,
Industriekapitalismus,Industrie,Kapitalismus,
Industriekauffrau,Industrie,Kauffrau,16.0
Industriekaufleute,Industrie,Kaufleute,16.0
Industriekaufmann,Industrie,Kaufmann,16.0
Industriekeramiker,Industrie,Keramiker,
Industrieklebstoff,Industrie,Klebstoff,
Industriekomplex,Industrie,Komplex,18.0
Industriekonjunktur,Industrie,Konjunktur,19.0
Industriekonsortium,Industrie,Konsortium,
Industriekonzern,Industrie,Konzern,17.0
Industriekraftwerk,Industrie,Kraftwerk,19.0
Industriekreise,Industrie,Kreise,
Industriekulisse,Industrie,Kulisse,
Industriekultur,Industrie,Kultur,12.0
Industriekunde,Industrie,Kunde,
Industrieland,Industrie,Land,15.0
Industrielandschaft,Industrie,Landschaft,16.0
Industriellendynastie,Industrielle,Dynastie,
Industriellenfamilie,Industrielle,Familie,19.0
Industriellenvereinigung,Industrielle,Vereinigung,
Industrielobby,Industrie,Lobby,
Industriemacht,Industrie,Macht,
Industriemagnat,Industrie,Magnat,
Industriemanager,Industrie,Manager,
Industriemaschine,Industrie,Maschine,
Industriemechaniker,Industrie,Mechaniker,15.0
Industriemeister,Industrie,Meister,16.0
Industriemesse,Industrie,Messe,17.0
Industriemetropole,Industrie,Metropole,
Industrieminister,Industrie,Minister,
Industrieministerium,Industrie,Ministerium,
Industriemotor,Industrie,Motor,
Industriemuseum,Industrie,Museum,15.0
Industriemüll,Industrie,Müll,
Industrienation,Industrie,Nation,17.0
Industrienorm,Industrie,Norm,
Industrienähmaschine,Industrie,Nähmaschine,
Industrieofen,Industrie,Ofen,
Industrieort,Industrie,Ort,
Industriepark,Industrie,Park,17.0
Industriepartner,Industrie,Partner,16.0
Industriepflanze,Industrie,Pflanze,
Industriepolitik,Industrie,Politik,16.0
Industriepraktikum,Industrie,Praktikum,18.0
Industrieprodukt,Industrie,Produkt,
Industrieproduktion,Industrie,Produktion,16.0
Industrieprojekt,Industrie,Projekt,18.0
Industrieproletariat,Industrie,Proletariat,
Industrieprozess,Industrie,Prozess,
Industriequartier,Industrie,Quartier,
Industrieregion,Industrie,Region,16.0
Industrierevier,Industrie,Revier,18.0
Industrierevolution,Industrie,Revolution,
Industrieroboter,Industrie,Roboter,17.0
Industrierohstoff,Industrie,Rohstoff,
Industrieruine,Industrie,Ruine,
Industriesand,Industrie,Sand,19.0
Industrieschau,Industrie,Schau,
Industrieschule,Industrie,Schule,
Industriesektor,Industrie,Sektor,17.0
Industriesiedlung,Industrie,Siedlung,
Industriesoziologie,Industrie,Soziologie,
Industriesparte,Industrie,Sparte,
Industriespionage,Industrie,Spionage,18.0
Industriesprengstoff,Industrie,Sprengstoff,
Industriestaat,Industrie,Staat,18.0
Industriestadt,Industrie,Stadt,15.0
Industriestandard,Industrie,Standard,18.0
Industriestandort,Industrie,Standort,14.0
Industriestraße,Industrie,Straße,18.0
Industriestrom,Industrie,Strom,18.0
